team,pts_1q,pts_2q,pts_3q,pts_4q,pts_ot1,pts_ot2,pts_total,adversary,pts_adv_1q,pts_adv_2q,pts_adv_3q,pts_adv_4q,pts_ot1.1,pts_ot2.1,pts_adv_total,1q_winner,2q_winner,3q_winner,4q_winner,match_winner,home_away,month_day,year
NOP,24,33,33,23,0,0,113, IND,18,20,24,31,0,0,93, NOP, NOP, NOP, IND, NOP, home,  December 26,2022
UTA,26,30,26,40,0,0,122, SAS,31,32,33,30,0,0,126, SAS, SAS, SAS, UTA, SAS, away,  December 26,2022
SAS,31,32,33,30,0,0,126, UTA,26,30,26,40,0,0,122, SAS, SAS, SAS, UTA, SAS, home,  December 26,2022
CHO,34,33,28,18,0,0,113, POR,30,31,40,23,0,0,124, CHO, CHO, POR, POR, POR, away,  December 26,2022
POR,30,31,40,23,0,0,124, CHO,34,33,28,18,0,0,113, CHO, CHO, POR, POR, POR, home,  December 26,2022
LAL,33,32,27,37,0,0,129, ORL,27,28,28,27,0,0,110, LAL, LAL, ORL, LAL, LAL, away,  December 27,2022
ORL,27,28,28,27,0,0,110, LAL,33,32,27,37,0,0,129, LAL, LAL, ORL, LAL, LAL, home,  December 27,2022
PHI,30,26,29,26,0,0,111, WAS,32,35,27,22,0,0,116, WAS, WAS, PHI, PHI, WAS, away,  December 27,2022
WAS,32,35,27,22,0,0,116, PHI,30,26,29,26,0,0,111, WAS, WAS, PHI, PHI, WAS, home,  December 27,2022
HOU,21,28,32,21,0,0,102, BOS,22,34,36,34,0,0,126, BOS, BOS, BOS, BOS, BOS, away,  December 27,2022
BOS,22,34,36,34,0,0,126, HOU,21,28,32,21,0,0,102, BOS, BOS, BOS, BOS, BOS, home,  December 27,2022
ATL,27,27,32,28,0,0,114, IND,30,34,32,33,0,0,129, IND, IND, IND, IND, IND, away,  December 27,2022
IND,30,34,32,33,0,0,129, ATL,27,27,32,28,0,0,114, IND, IND, IND, IND, IND, home,  December 27,2022
LAC,27,33,37,27,0,0,124, TOR,29,27,26,31,0,0,113, TOR, LAC, LAC, TOR, LAC, away,  December 27,2022
TOR,29,27,26,31,0,0,113, LAC,27,33,37,27,0,0,124, TOR, LAC, LAC, TOR, LAC, home,  December 27,2022
PHO,23,42,32,28,0,0,125, MEM,22,27,31,28,0,0,108, PHO, PHO, PHO, MEM, PHO, away,  December 27,2022
MEM,22,27,31,28,0,0,108, PHO,23,42,32,28,0,0,125, PHO, PHO, PHO, MEM, PHO, home,  December 27,2022
SAS,33,27,33,21,0,0,114, OKC,38,32,25,35,0,0,130, OKC, OKC, SAS, OKC, OKC, away,  December 27,2022
OKC,38,32,25,35,0,0,130, SAS,33,27,33,21,0,0,114, OKC, OKC, SAS, OKC, OKC, home,  December 27,2022
NYK,30,33,29,23,6,0,121, DAL,28,27,27,33,11,0,126, NYK, NYK, NYK, DAL, DAL, away,  December 27,2022
DAL,28,27,27,33,11,0,126, NYK,30,33,29,23,6,0,121, NYK, NYK, NYK, DAL, DAL, home,  December 27,2022
CHO,26,26,26,27,0,0,105, GSW,37,28,24,21,0,0,110, GSW, GSW, CHO, CHO, GSW, away,  December 27,2022
GSW,37,28,24,21,0,0,110, CHO,26,26,26,27,0,0,105, GSW, GSW, CHO, CHO, GSW, home,  December 27,2022
DEN,20,27,32,34,0,0,113, SAC,32,24,27,23,0,0,106, SAC, DEN, DEN, DEN, DEN, away,  December 27,2022
SAC,32,24,27,23,0,0,106, DEN,20,27,32,34,0,0,113, SAC, DEN, DEN, DEN, DEN, home,  December 27,2022
ORL,23,24,30,24,0,0,101, DET,27,39,26,29,0,0,121, DET, DET, ORL, DET, DET, away,  December 28,2022
DET,27,39,26,29,0,0,121, ORL,23,24,30,24,0,0,101, DET, DET, ORL, DET, DET, home,  December 28,2022
PHO,21,34,29,18,0,0,102, WAS,36,28,29,34,0,0,127, WAS, PHO, WAS, WAS, WAS, away,  December 28,2022
WAS,36,28,29,34,0,0,127, PHO,21,34,29,18,0,0,102, WAS, PHO, WAS, WAS, WAS, home,  December 28,2022
BRK,31,25,27,25,0,0,108, ATL,30,33,17,27,0,0,107, BRK, ATL, BRK, ATL, BRK, away,  December 28,2022
ATL,30,33,17,27,0,0,107, BRK,31,25,27,25,0,0,108, BRK, ATL, BRK, ATL, BRK, home,  December 28,2022
LAL,25,27,26,20,0,0,98, MIA,33,28,34,17,0,0,112, MIA, MIA, MIA, LAL, MIA, away,  December 28,2022
MIA,33,28,34,17,0,0,112, LAL,25,27,26,20,0,0,98, MIA, MIA, MIA, LAL, MIA, home,  December 28,2022
MIL,32,23,27,24,7,0,113, CHI,28,29,22,27,13,0,119, MIL, CHI, MIL, CHI, CHI, away,  December 28,2022
CHI,28,29,22,27,13,0,119, MIL,32,23,27,24,7,0,113, MIL, CHI, MIL, CHI, CHI, home,  December 28,2022
MIN,28,27,33,30,0,0,118, NOP,24,25,37,33,0,0,119, MIN, MIN, NOP, NOP, NOP, away,  December 28,2022
NOP,24,25,37,33,0,0,119, MIN,28,27,33,30,0,0,118, MIN, MIN, NOP, NOP, NOP, home,  December 28,2022
UTA,37,22,35,13,0,0,107, GSW,27,27,34,24,0,0,112, UTA, GSW, UTA, GSW, GSW, away,  December 28,2022
GSW,27,27,34,24,0,0,112, UTA,37,22,35,13,0,0,107, UTA, GSW, UTA, GSW, GSW, home,  December 28,2022
DEN,40,35,30,21,0,0,126, SAC,24,38,32,33,0,0,127, DEN, SAC, SAC, SAC, SAC, away,  December 28,2022
CHO,24,27,34,27,0,0,112, NOP,35,26,32,31,0,0,124, NOP, CHO, CHO, NOP, NOP, home,  October 21,2022
SAS,36,34,32,35,0,0,137, IND,26,29,30,49,0,0,134, SAS, SAS, SAS, IND, SAS, away,  October 21,2022
IND,26,29,30,49,0,0,134, SAS,36,34,32,35,0,0,137, SAS, SAS, SAS, IND, SAS, home,  October 21,2022
CHI,30,20,24,26,0,0,100, WAS,26,30,21,25,0,0,102, CHI, WAS, CHI, CHI, WAS, away,  October 21,2022
WAS,26,30,21,25,0,0,102, CHI,30,20,24,26,0,0,100, CHI, WAS, CHI, CHI, WAS, home,  October 21,2022
SAC,24,38,32,33,0,0,127, DEN,40,35,30,21,0,0,126, DEN, SAC, SAC, SAC, SAC, home,  December 28,2022
CLE,34,34,28,30,0,0,126,IND,29,35,35,36,0,0,135,CLE,IND,IND,IND,IND,away, December 29, 2022
IND,29,35,35,36,0,0,135,CLE,34,34,28,30,0,0,126,CLE,IND,IND,IND,IND,home, December 29, 2022
LAC,26,23,36,25,0,0,110,BOS,27,33,24,32,0,0,116,BOS,BOS,LAC,BOS,BOS,away, December 29, 2022
BOS,27,33,24,32,0,0,116,LAC,26,23,36,25,0,0,110,BOS,BOS,LAC,BOS,BOS,home, December 29, 2022
MEM,30,27,36,26,0,0,119,TOR,20,23,32,31,0,0,106,MEM,MEM,MEM,TOR,MEM,away, December 29, 2022
TOR,20,23,32,31,0,0,106,MEM,30,27,36,26,0,0,119,MEM,MEM,MEM,TOR,MEM,home, December 29, 2022
NYK,29,24,26,36,0,0,115,SAS,38,26,28,30,0,0,122,SAS,SAS,SAS,NYK,SAS,away, December 29, 2022
SAS,38,26,28,30,0,0,122,NYK,29,24,26,36,0,0,115,SAS,SAS,SAS,NYK,SAS,home, December 29, 2022
HOU,30,21,28,35,0,0,114,DAL,36,29,34,30,0,0,129,DAL,DAL,DAL,HOU,DAL,away, December 29, 2022
DAL,36,29,34,30,0,0,129,HOU,30,21,28,35,0,0,114,DAL,DAL,DAL,HOU,DAL,home, December 29, 2022
WAS,27,29,42,21,0,0,119,ORL,20,27,26,27,0,0,100,WAS,WAS,WAS,ORL,WAS,away, December 30, 2022
ORL,20,27,26,27,0,0,100,WAS,27,29,42,21,0,0,119,WAS,WAS,WAS,ORL,WAS,home, December 30, 2022
LAL,23,39,36,32,0,0,130,ATL,33,34,28,26,0,0,121,ATL,LAL,LAL,LAL,LAL,away, December 30, 2022
ATL,33,34,28,26,0,0,121,LAL,23,39,36,32,0,0,130,ATL,LAL,LAL,LAL,LAL,home, December 30, 2022
PHO,24,27,28,25,0,0,104,TOR,33,20,33,27,0,0,113,TOR,PHO,TOR,TOR,TOR,away, December 30, 2022
TOR,33,20,33,27,0,0,113,PHO,24,27,28,25,0,0,104,TOR,PHO,TOR,TOR,TOR,home, December 30, 2022
DET,25,33,34,26,0,0,118,CHI,33,27,35,37,0,0,132,CHI,DET,CHI,CHI,CHI,away, December 30, 2022
CHI,33,27,35,37,0,0,132,DET,25,33,34,26,0,0,118,CHI,DET,CHI,CHI,CHI,home, December 30, 2022
MIN,34,27,22,31,0,0,114,MIL,33,17,39,34,0,0,123,MIN,MIN,MIL,MIL,MIL,away, December 30, 2022
MIL,33,17,39,34,0,0,123,MIN,34,27,22,31,0,0,114,MIN,MIN,MIL,MIL,MIL,home, December 30, 2022
PHI,27,33,31,25,0,0,116,NOP,31,36,32,28,0,0,127,NOP,NOP,NOP,NOP,NOP,away, December 30, 2022
NOP,31,36,32,28,0,0,127,PHI,27,33,31,25,0,0,116,NOP,NOP,NOP,NOP,NOP,home, December 30, 2022
MIA,19,38,33,29,0,0,119,DEN,23,37,25,39,0,0,124,DEN,MIA,MIA,DEN,DEN,away, December 30, 2022
DEN,23,37,25,39,0,0,124,MIA,19,38,33,29,0,0,119,DEN,MIA,MIA,DEN,DEN,home, December 30, 2022
POR,25,31,40,16,0,0,112,GSW,41,19,28,30,0,0,118,GSW,POR,POR,GSW,GSW,away, December 30, 2022
GSW,41,19,28,30,0,0,118,POR,25,31,40,16,0,0,112,GSW,POR,POR,GSW,GSW,home, December 30, 2022
UTA,27,30,30,38,0,0,125,SAC,30,30,31,35,0,0,126,SAC,SAC,SAC,UTA,SAC,away, December 30, 2022
SAC,30,30,31,35,0,0,126,UTA,27,30,30,38,0,0,125,SAC,SAC,SAC,UTA,SAC,home, December 30, 2022
LAC,22,33,38,37,0,0,130,IND,32,30,31,38,0,0,131,IND,LAC,LAC,IND,IND,away, December 31, 2022
IND,32,30,31,38,0,0,131,LAC,22,33,38,37,0,0,130,IND,LAC,LAC,IND,IND,home, December 31, 2022
CLE,28,32,24,19,0,0,103,CHI,30,25,22,25,0,0,102,CHI,CLE,CLE,CHI,CLE,away, December 31, 2022
CHI,30,25,22,25,0,0,102,CLE,28,32,24,19,0,0,103,CHI,CLE,CLE,CHI,CLE,home, December 31, 2022
BRK,32,29,36,26,0,0,123,CHO,22,27,30,27,0,0,106,BRK,BRK,BRK,CHO,BRK,away, December 31, 2022
CHO,22,27,30,27,0,0,106,BRK,32,29,36,26,0,0,123,BRK,BRK,BRK,CHO,BRK,home, December 31, 2022
NYK,27,26,29,26,0,0,108,HOU,35,14,21,18,0,0,88,HOU,NYK,NYK,NYK,NYK,away, December 31, 2022
HOU,35,14,21,18,0,0,88,NYK,27,26,29,26,0,0,108,HOU,NYK,NYK,NYK,NYK,home, December 31, 2022
DAL,32,36,35,23,0,0,126,SAS,30,34,29,32,0,0,125,DAL,DAL,DAL,SAS,DAL,away, December 31, 2022
SAS,30,34,29,32,0,0,125,DAL,32,36,35,23,0,0,126,DAL,DAL,DAL,SAS,DAL,home, December 31, 2022
NOP,25,25,29,22,0,0,101,MEM,31,22,30,33,0,0,116,MEM,NOP,MEM,MEM,MEM,away, December 31, 2022
MEM,31,22,30,33,0,0,116,NOP,25,25,29,22,0,0,101,MEM,NOP,MEM,MEM,MEM,home, December 31, 2022
DET,28,22,38,28,0,0,116,MIN,39,25,24,16,0,0,104,MIN,MIN,DET,DET,DET,away, December 31, 2022
MIN,39,25,24,16,0,0,104,DET,28,22,38,28,0,0,116,MIN,MIN,DET,DET,DET,home, December 31, 2022
PHI,38,31,20,26,0,0,115,OKC,20,23,29,24,0,0,96,PHI,PHI,OKC,PHI,PHI,away, December 31, 2022
OKC,20,23,29,24,0,0,96,PHI,38,31,20,26,0,0,115,PHI,PHI,OKC,PHI,PHI,home, December 31, 2022
MIA,31,38,27,30,0,0,126,UTA,30,33,35,25,0,0,123,MIA,MIA,UTA,MIA,MIA,away, December 31, 2022
UTA,30,33,35,25,0,0,123,MIA,31,38,27,30,0,0,126,MIA,MIA,UTA,MIA,MIA,home, December 31, 2022
BOS,28,26,31,26,0,0,111,DEN,37,25,36,25,0,0,123,DEN,BOS,DEN,BOS,DEN,away, January 1, 2023
DEN,37,25,36,25,0,0,123,BOS,28,26,31,26,0,0,111,DEN,BOS,DEN,BOS,DEN,home, January 1, 2023
SAC,26,32,29,21,0,0,108,MEM,27,32,32,27,0,0,118,MEM,MEM,MEM,MEM,MEM,away, January 1, 2023
MEM,27,32,32,27,0,0,118,SAC,26,32,29,21,0,0,108,MEM,MEM,MEM,MEM,MEM,home, January 1, 2023
WAS,34,34,20,30,0,0,118,MIL,17,33,20,25,0,0,95,WAS,WAS,MIL,WAS,WAS,away, January 1, 2023
MIL,17,33,20,25,0,0,95,WAS,34,34,20,30,0,0,118,WAS,WAS,MIL,WAS,WAS,home, January 1, 2023
PHO,11,20,27,25,0,0,83,NYK,23,31,25,23,0,0,102,NYK,NYK,PHO,PHO,NYK,away, January 2, 2023
NYK,23,31,25,23,0,0,102,PHO,11,20,27,25,0,0,83,NYK,NYK,PHO,PHO,NYK,home, January 2, 2023
LAL,22,38,34,27,0,0,121,CHO,21,24,31,39,0,0,115,LAL,LAL,LAL,CHO,LAL,away, January 2, 2023
CHO,21,24,31,39,0,0,115,LAL,22,38,34,27,0,0,121,LAL,LAL,LAL,CHO,LAL,home, January 2, 2023
CHI,34,31,31,34,4,0,134,CLE,27,20,44,39,15,0,145,CHI,CHI,CLE,CLE,CLE,away, January 2, 2023
CLE,27,20,44,39,15,0,145,CHI,34,31,31,34,4,0,134,CHI,CHI,CLE,CLE,CLE,home, January 2, 2023
TOR,33,24,33,24,0,0,114,IND,29,37,25,31,0,0,122,TOR,IND,TOR,IND,IND,away, January 2, 2023
IND,29,37,25,31,0,0,122,TOR,33,24,33,24,0,0,114,TOR,IND,TOR,IND,IND,home, January 2, 2023
NOP,25,27,29,30,0,0,111,PHI,33,24,27,36,0,0,120,PHI,NOP,NOP,PHI,PHI,away, January 2, 2023
PHI,33,24,27,36,0,0,120,NOP,25,27,29,30,0,0,111,PHI,NOP,NOP,PHI,PHI,home, January 2, 2023
SAS,25,22,32,24,0,0,103,BRK,37,37,34,31,0,0,139,BRK,BRK,BRK,BRK,BRK,away, January 2, 2023
BRK,37,37,34,31,0,0,139,SAS,25,22,32,24,0,0,103,BRK,BRK,BRK,BRK,BRK,home, January 2, 2023
DAL,18,26,39,28,0,0,111,HOU,26,29,32,19,0,0,106,HOU,HOU,DAL,DAL,DAL,away, January 2, 2023
HOU,26,29,32,19,0,0,106,DAL,18,26,39,28,0,0,111,HOU,HOU,DAL,DAL,DAL,home, January 2, 2023
DEN,23,30,32,26,0,0,111,MIN,23,36,31,34,0,0,124,MIN,MIN,DEN,MIN,MIN,away, January 2, 2023
MIN,23,36,31,34,0,0,124,DEN,23,30,32,26,0,0,111,MIN,MIN,DEN,MIN,MIN,home, January 2, 2023
ATL,26,27,42,26,11,9,141,GSW,38,32,25,26,11,11,143,GSW,GSW,ATL,GSW,GSW,away, January 2, 2023
GSW,38,32,25,26,11,11,143,ATL,26,27,42,26,11,9,141,GSW,GSW,ATL,GSW,GSW,home, January 2, 2023
DET,27,25,30,24,0,0,106,POR,22,39,41,33,0,0,135,DET,POR,POR,POR,POR,away, January 2, 2023
POR,22,39,41,33,0,0,135,DET,27,25,30,24,0,0,106,DET,POR,POR,POR,POR,home, January 2, 2023
MIA,34,33,14,29,0,0,110,LAC,28,21,34,17,0,0,100,MIA,MIA,LAC,MIA,MIA,away, January 2, 2023
LAC,28,21,34,17,0,0,100,MIA,34,33,14,29,0,0,110,MIA,MIA,LAC,MIA,MIA,home, January 2, 2023
